dob,fighter_id,height,n_draw,n_loss,n_win,name,reach,sig_str_abs_pM,sig_str_def_pct,sig_str_land_pM,sig_str_land_pct,stance,sub_avg,td_avg,td_def_pct,td_land_pct,weight
"Feb 15, 1973",80c0bed43da0e27b,"5' 6""",1,3,17,David Baron,--,2.1,0.56,1.17,0.3,Switch,0.7,0.0,0.14,0.0,155 lbs.
--,91e69a1c3c87325b,--,0,3,1,Chris Barnhizer,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,--
--,78a5eea49638685d,"5' 11""",0,2,11,Nick Barnes,--,8.93,0.51,2.86,0.29,,5.4,5.36,1.0,1.0,170 lbs.
"Nov 10, 1977",ad3f53c454cbbead,"6' 3""",0,8,35,Josh Barnett,"78""",2.11,0.57,3.2,0.5,Orthodox,1.4,1.26,0.55,0.55,250 lbs.
--,c06a5c95f1169c0b,"5' 8""",0,2,7,James Barnes,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,145 lbs.
"Apr 13, 1988",172c2135e70f87b7,"6' 6""",0,3,8,Luke Barnatt,"77""",3.87,0.59,4.43,0.36,Orthodox,0.4,0.63,0.63,0.42,185 lbs.
"May 01, 1987",b9f28e7045fdfce7,"5' 7""",0,1,14,Raoni Barcelos,"67""",4.85,0.63,5.77,0.53,Orthodox,1.0,2.46,0.75,0.71,135 lbs.
"Jan 21, 1986",64a50dad704d1d49,"5' 11""",0,8,20,Edson Barboza,"75""",4.16,0.6,4.01,0.43,Orthodox,0.1,0.49,0.8,0.44,155 lbs.
"May 03, 1989",a331233f597090a5,"6' 0""",0,7,14,Bryan Barberena,"72""",5.0,0.44,5.65,0.48,Southpaw,0.3,0.26,0.47,0.33,170 lbs.
"May 18, 1998",6a740daf1b279661,"5' 5""",0,0,8,Maycee Barber,"65""",4.02,0.48,8.32,0.61,Switch,0.0,1.39,1.0,0.3,125 lbs.
"Jan 25, 1982",06dced58ca24a6bd,"5' 10""",1,3,8,Junior Barata,--,8.46,0.34,4.03,0.33,Orthodox,0.0,0.0,0.0,0.0,170 lbs.
"Jan 31, 1987",2c99576fefe53c7c,"5' 6""",0,9,36,Renan Barao,"70""",3.9,0.57,3.78,0.36,Orthodox,0.5,1.49,0.91,0.41,145 lbs.
"Sep 23, 1979",9ddfb3369a3b0394,"5' 5""",1,7,19,Antonio Banuelos,"63""",3.3,0.58,2.71,0.33,Orthodox,0.4,1.38,0.85,0.58,135 lbs.
--,c50ea21fe9ef478d,--,0,1,2,Yohan Banks,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,--
"Apr 15, 1983",9a2d3567abc02e34,"5' 9""",0,10,18,Tae Hyun Bang,"71""",2.07,0.66,2.72,0.38,Switch,0.5,0.49,0.57,0.33,155 lbs.
"Sep 04, 1994",2c2caf2f2bab9df5,"5' 11""",0,7,14,Humberto Bandenay,"71""",4.79,0.41,2.22,0.41,Southpaw,0.5,2.9,0.62,0.46,145 lbs.
"Oct 10, 1989",5c2ce761399dc9c5,"5' 10""",0,4,13,Marcin Bandel,"70""",5.26,0.23,0.79,0.5,Orthodox,0.0,0.0,0.0,0.0,155 lbs.
"Dec 07, 1990",4c4b44e3cf5815b3,"6' 0""",0,5,5,Stephen Banaszak,--,1.15,0.66,4.2,0.47,,1.9,0.0,1.0,0.0,145 lbs.
"Aug 04, 1987",04b39f4e8eb59d7c,"5' 11""",0,4,6,Oluwale Bamgbose,"78""",2.7,0.55,2.45,0.48,Switch,0.0,0.94,0.37,0.33,185 lbs.
"Oct 13, 1985",898337ef520fe4d3,"6' 3""",0,3,16,Bryan Baker,--,2.83,0.45,1.78,0.52,Orthodox,0.9,0.44,0.37,0.5,185 lbs.
--,7d5b12de1625984e,"6' 0""",0,1,1,Scott Baker,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,210 lbs.
--,34dbcd4dbaf21a36,"5' 9""",0,3,6,Jordan Bailey,--,0.29,0.0,1.74,0.4,,4.3,4.35,0.0,1.0,145 lbs.
"Sep 22, 1982",e2b8186b618b00c4,"5' 9""",0,5,12,Shamar Bailey,"75""",3.91,0.69,1.56,0.2,,0.0,1.5,0.37,0.33,155 lbs.
"Apr 17, 1984",aec185309b4843d0,"5' 11""",1,8,24,Siyar Bahadurzada,"73""",3.23,0.49,2.91,0.4,Orthodox,0.3,1.32,0.62,0.61,170 lbs.
"Apr 13, 1985",e4d2564ea0e34e2b,"6' 1""",0,4,11,Mehdi Baghdad,"75""",4.56,0.46,3.13,0.3,Orthodox,0.0,0.0,0.33,0.0,155 lbs.
"Jun 10, 1985",3dd92ff9fb0412b3,"5' 4""",0,5,14,Ali Bagautinov,"65""",3.09,0.52,2.85,0.42,Orthodox,0.3,2.51,0.65,0.36,125 lbs.
"Aug 23, 1992",82d4c957649faf9b,"6' 2""",0,0,8,Miguel Baeza,"74""",4.3,0.44,4.26,0.58,Orthodox,1.3,0.67,1.0,0.33,170 lbs.
"Jul 11, 1991",4fcf6e0c4e0e6664,"5' 5""",0,3,5,Izabela Badurek,--,4.9,0.32,3.74,0.71,Orthodox,0.0,1.75,1.0,0.12,115 lbs.
"Jun 07, 1983",c0ab242c40decc55,"6' 2""",0,5,23,Ryan Bader,"74""",1.39,0.71,2.82,0.43,Orthodox,0.4,3.37,0.8,0.44,205 lbs.
"Oct 26, 1981",fd5b6598a3b70c0a,"6' 3""",0,11,18,Seth Baczynski,"74""",3.14,0.51,3.08,0.31,Orthodox,0.8,0.89,0.48,0.16,170 lbs.
"Aug 22, 1989",39cc64bf0a269db9,"6' 1""",0,2,8,Niklas Backstrom,"74""",3.65,0.4,1.12,0.41,Orthodox,2.2,2.92,0.72,0.8,145 lbs.
"Dec 14, 1993",cd13728ae1151f46,"6' 1""",0,4,15,Ion Cutelaba,"75""",3.16,0.49,5.27,0.39,Southpaw,0.0,2.62,0.8,0.71,205 lbs.
"Jul 15, 1987",5442f1bc4b47eaf3,"5' 10""",0,5,18,Chris Curtis,--,5.34,0.6,7.23,0.7,Orthodox,0.0,0.0,0.0,0.0,170 lbs.
"Aug 31, 1987",d8291d0dd63da29c,"5' 9""",0,7,22,Pat Curran,--,4.4,0.63,4.7,0.58,,0.0,2.5,0.66,0.62,145 lbs.
"Apr 11, 1991",05b43e0ead3df345,"5' 4""",0,6,4,Kailin Curran,"65""",4.75,0.53,3.89,0.43,Orthodox,0.6,2.0,0.61,0.57,115 lbs.
"Sep 02, 1977",a8ea84cbe1655f0a,"5' 6""",1,15,35,Jeff Curran,"69""",2.48,0.6,1.54,0.31,Orthodox,1.2,0.35,0.35,0.12,135 lbs.
--,46f11d15c0134fe3,"6' 2""",0,2,0,Larry Cureton,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,240 lbs.
"Jun 24, 1993",305bde44ff664788,"6' 2""",0,1,7,Alton Cunningham,"77""",4.94,0.2,3.33,0.75,Orthodox,0.0,1.67,1.0,0.1,205 lbs.
"Apr 27, 1980",93ce4ac89e3d7652,"6' 0""",0,6,6,Luke Cummo,"74""",1.5,0.59,1.74,0.43,Orthodox,1.4,0.89,0.42,0.55,170 lbs.
"Nov 16, 1980",e51e5cb722bd47a8,"6' 2""",0,7,10,Patrick Cummins,"76""",3.35,0.55,4.26,0.5,Orthodox,0.1,4.49,0.28,0.41,205 lbs.
--,05e4be525cb3578c,--,0,0,12,Everett Cummings,--,4.34,0.45,0.43,0.6,,2.2,0.0,0.0,0.0,205 lbs.
"Aug 02, 1984",4ba8d454f762005d,"6' 0""",0,7,23,Zak Cummings,"75""",2.75,0.53,2.47,0.32,Southpaw,0.8,0.75,0.62,0.28,185 lbs.
"Apr 21, 1987",2f8f3c69522db931,"5' 7""",0,6,18,Abel Cullum,--,1.23,0.46,1.82,0.4,Orthodox,2.8,4.01,0.0,0.52,139 lbs.
"Mar 25, 1986",e59b13321562eed3,--,0,8,11,Chris Culley,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,145 lbs.
"Jul 23, 1986",683ea28a198936fe,"5' 7""",0,1,9,Jay Cucciniello,--,4.73,0.36,0.93,0.21,Orthodox,0.0,0.0,0.71,0.0,155 lbs.
"Sep 20, 1989",003d82fa384ca1d0,"6' 0""",0,2,7,Aalon Cruz,"78""",6.3,0.68,9.04,0.4,Switch,0.0,0.0,0.0,0.0,145 lbs.
"Mar 09, 1985",10f3ba6cd2f44a97,"5' 8""",0,2,22,Dominick Cruz,"68""",2.15,0.74,3.53,0.31,Orthodox,0.1,3.17,0.83,0.5,135 lbs.
"Apr 24, 1978",6aa1cbc1466e9a0b,"6' 4""",0,3,7,Marcio Cruz,--,1.51,0.68,2.92,0.46,Orthodox,1.6,0.53,0.37,0.07,232 lbs.
"Mar 04, 1996",70e1f8a821b72c8b,"6' 2""",0,1,10,Jimmy Crute,"74""",2.41,0.53,4.56,0.57,Orthodox,2.3,0.58,0.6,1.0,205 lbs.
"Nov 25, 1979",22ee260735da0d58,"5' 7""",0,3,19,Richard Crunkilton,--,1.66,0.58,1.97,0.41,Orthodox,1.5,4.68,0.65,0.61,155 lbs.
"Jun 11, 1985",5f99b2bafb10305f,"5' 8""",0,8,16,Daron Cruickshank,"72""",2.98,0.57,2.88,0.38,Switch,0.2,2.04,0.6,0.41,155 lbs.
"Nov 08, 1989",a9d6e047ce48ab63,"6' 3""",0,4,10,Allen Crowder,"76""",2.95,0.56,2.95,0.51,Orthodox,1.2,1.85,1.0,0.33,245 lbs.
--,98601a40e9d96047,--,0,1,1,Jeff Crotty,--,3.33,0.54,0.93,0.35,,1.0,5.0,0.0,0.38,155 lbs.
--,8944a0f9b2f0ce6d,--,0,1,0,Alex Crispin,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
--,15dedd05f8bcb475,--,0,2,7,Alexander Crispim,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,145 lbs.
"Jun 04, 1970",ed73c85164a5f5a4,"5' 6""",0,1,3,Paul Creighton,--,4.65,0.3,0.72,0.75,Southpaw,0.0,5.37,0.0,0.37,155 lbs.
"Jul 09, 1977",89b8d1bf1ff09d1d,"6' 3""",0,4,12,Tim Credeur,"75""",3.13,0.57,3.59,0.3,Orthodox,3.3,0.41,0.5,1.0,185 lbs.
"Jul 14, 1976",25433871e4eee0f4,"5' 5""",0,5,15,Alberto Crane,--,2.61,0.57,0.43,0.25,Orthodox,4.0,0.0,0.5,0.0,155 lbs.
"Oct 31, 1985",480b702debcb5433,"6' 2""",0,3,7,Dan Cramer,--,2.1,0.31,0.97,0.3,Orthodox,0.5,0.0,0.66,0.0,170 lbs.
"Nov 27, 1987",eabf206b162b3b83,"6' 3""",1,4,12,Paul Craig,"76""",2.49,0.49,2.33,0.48,Orthodox,1.5,1.65,0.57,0.21,205 lbs.
"Jan 15, 1986",8a70ceb3edbe757b,"6' 1""",0,4,9,Andrew Craig,"76""",3.01,0.5,2.39,0.4,Orthodox,0.0,0.53,0.72,0.37,170 lbs.
"Jul 24, 1978",15ec018d144710db,"5' 10""",0,7,15,Nathan Coy,"69""",2.4,0.61,3.88,0.52,Southpaw,0.0,3.17,0.5,0.47,170 lbs.
"Aug 02, 1968",c9bbf1a0285a8076,"5' 10""",0,7,10,Jeff Cox,--,1.69,0.33,0.56,0.25,Orthodox,0.0,4.23,0.8,0.5,155 lbs.
"Feb 22, 1988",dc9572dd6ec74859,"5' 11""",0,1,15,Colby Covington,"72""",2.35,0.56,3.9,0.37,Orthodox,0.2,5.69,0.78,0.51,170 lbs.
"Aug 04, 1969",400c7b43c86d27d3,"5' 8""",0,4,3,Nikk Covert,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
"Aug 27, 1982",46fd223e3ced39b3,"5' 10""",0,3,7,Ryan Couture,"75""",2.87,0.54,3.54,0.45,Orthodox,1.3,1.55,0.46,0.29,155 lbs.
"Dec 18, 1975",84c43f0d25f15b0b,"5' 8""",0,6,3,Kim Couture,--,2.31,0.69,12.12,0.8,Orthodox,0.0,0.0,0.0,0.0,135 lbs.
"Jun 22, 1963",0aa92558424ced9e,"6' 1""",0,11,19,Randy Couture,"75""",1.53,0.59,2.85,0.57,Orthodox,0.5,2.78,0.58,0.46,205 lbs.
--,79ab17db3b40831a,"5' 8""",0,5,5,Dave Courchaine,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
"Nov 27, 1981",d1528ac5675558b1,"5' 11""",0,4,9,Rashad Coulter,"76""",6.68,0.5,4.82,0.56,Orthodox,0.0,0.0,0.62,0.0,205 lbs.
"May 17, 1994",8112c9a23dccc759,"5' 6""",0,1,6,JR Coughran,"71""",6.8,0.45,12.29,0.57,Orthodox,0.0,0.0,0.75,0.0,145 lbs.
"Nov 04, 1989",3ec1e4ba98c9c85a,"5' 9""",0,5,17,JC Cottrell,"71""",2.75,0.45,0.79,0.25,Orthodox,0.0,0.79,0.5,1.0,155 lbs.
"Jul 06, 1994",325ad0dd9126d3df,"5' 9""",0,1,5,Randy Costa,"73""",5.56,0.57,8.05,0.46,Switch,0.0,0.0,1.0,0.0,135 lbs.
"Feb 29, 1980",9fa3bd637edd9aa2,"5' 11""",0,11,24,Patrick Cote,"71""",3.21,0.48,2.81,0.48,Orthodox,0.2,0.68,0.43,0.2,170 lbs.
--,28877eddb1c0b967,--,0,1,7,Guilherme Costa,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
--,222d6b547de2e035,"5' 7""",0,2,10,Jadson Costa,--,3.05,0.5,0.2,0.5,Orthodox,0.0,0.0,0.0,0.0,155 lbs.
--,d150c6fbdb7687f4,"6' 4""",0,12,1,Miguel Cosio,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,205 lbs.
--,1267b631db78665a,"6' 5""",0,0,6,Chad Corvin,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,255 lbs.
"Dec 10, 1993",68d4a891e5cf2029,"5' 5""",0,1,7,Tracy Cortez,"65""",2.63,0.61,4.83,0.54,Orthodox,0.0,3.0,1.0,0.37,135 lbs.
"Nov 11, 1978",4e9fb05d7e5e61b8,"6' 3""",0,14,19,Wesley Correira,--,8.8,0.4,2.6,0.36,Orthodox,0.0,0.0,0.9,0.0,260 lbs.
"Jun 22, 1983",673ea7dcc786b1b3,"5' 5""",1,4,11,Bethe Correia,"64""",4.28,0.6,4.47,0.44,Orthodox,0.0,0.37,0.84,0.2,135 lbs.
--,7cb0946d51b8cde7,"5' 9""",0,3,13,Henry Corrales,--,5.84,0.55,4.12,0.41,,0.0,0.0,0.69,0.0,145 lbs.
--,fe67cd6423f7a8ad,--,0,5,2,Clint Coronel,--,5.6,0.66,4.93,0.32,,0.0,0.0,0.66,0.0,155 lbs.
"Mar 20, 1979",d967f0128c323de6,"5' 11""",0,2,22,Daniel Cormier,"72""",2.75,0.56,4.25,0.52,Orthodox,0.5,1.95,0.77,0.44,235 lbs.
"May 18, 1978",1f9344211ca7fd60,"5' 10""",0,7,9,Muhsin Corbbrey,--,5.41,0.53,2.02,0.34,Orthodox,0.4,0.0,0.8,0.0,155 lbs.
"Aug 27, 1982",3f52ce18fb98008f,"5' 8""",0,7,14,Akira Corassani,"68""",4.91,0.5,3.25,0.45,Orthodox,0.0,0.7,0.86,0.28,145 lbs.
"Aug 24, 1989",2b91eff985b532cd,"6' 1""",0,1,4,Michael Cora,"77""",0.13,0.66,0.8,0.28,Southpaw,0.0,0.0,0.25,0.0,170 lbs.
"Oct 20, 1982",3aa794cbe1e3484b,"6' 1""",0,2,9,Josh Copeland,"75""",3.01,0.55,1.03,0.31,Orthodox,0.0,0.0,0.57,0.0,265 lbs.
"Mar 05, 1983",8c8c92a12621d7e0,"6' 0""",0,4,5,Chris Cope,"72""",4.82,0.5,3.96,0.26,Orthodox,0.0,0.0,0.8,0.0,170 lbs.
"Mar 17, 1977",ce47f49e5c386a9c,"6' 0""",0,7,4,Kit Cope,--,2.12,0.35,1.18,0.52,Orthodox,3.5,0.0,0.5,0.0,170 lbs.
"Oct 22, 1991",d4a31850a7457f1b,"5' 3""",0,5,4,Amanda Cooper,"64""",3.2,0.51,3.55,0.44,Switch,1.8,1.53,0.28,0.38,115 lbs.
--,1b51895e5572cfda,"6' 1""",0,7,12,Bobby Cooper,--,3.4,0.59,2.87,0.25,,1.0,0.0,0.4,0.0,155 lbs.
"May 05, 1984",78bd6940d093fd33,--,0,1,2,Bill Cooper,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Jul 02, 1987",88ffe9745e218dd8,"6' 0""",0,7,15,Brett Cooper,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,170 lbs.
--,5efaaf313b652dd7,--,0,1,2,Dewey Cooper,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,205 lbs.
"Sep 08, 1982",fa238ecfd048f7d8,--,0,4,12,TJ Cook,--,3.18,0.54,2.3,0.47,,0.0,1.01,0.0,0.5,205 lbs.
"Nov 07, 1979",e6daf9cdbf0da889,"6' 2""",0,9,9,Chad Cook,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,205 lbs.
--,3ab0df1ddd5f1dc2,"6' 1""",0,9,11,Mike Cook,--,2.4,0.46,1.72,0.49,Orthodox,2.1,1.03,0.55,0.33,205 lbs.
--,1c061eb6e29eaa0a,"5' 9""",0,0,5,Bob Cook,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,170 lbs.
--,06d4eb8123087123,--,0,0,6,Jonathan Contrestano,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Jul 19, 1974",18f5669a92e99d92,"6' 1""",0,7,10,Jeremiah Constant,--,3.25,0.43,1.5,0.75,Orthodox,7.5,0.0,0.0,0.0,240 lbs.
"Mar 14, 1982",d450769115a193c2,"6' 2""",0,1,5,Marcos Conrado Jr.,--,9.69,0.35,1.6,0.34,Orthodox,0.0,1.84,0.0,0.14,220 lbs.
"Dec 12, 1985",2ebfbe72ed703925,"5' 10""",0,6,14,Tristan Connelly,"68""",2.13,0.57,4.27,0.51,Orthodox,1.0,0.0,0.6,0.0,170 lbs.
--,41e77dc504a192c6,"6' 0""",0,1,0,Chris Condo,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,335 lbs.
"Jun 18, 1973",a85998eb79650b2c,"6' 2""",0,5,19,Wes Combs,--,4.73,0.45,2.14,0.48,Orthodox,0.0,0.0,0.0,0.0,205 lbs.
"Apr 26, 1984",f9f07bb5a43535ed,"6' 2""",0,13,30,Carlos Condit,"75""",2.34,0.57,3.56,0.39,Orthodox,1.2,0.58,0.36,0.55,170 lbs.
"Jul 01, 1980",9123c54d0a2b72dd,"6' 5""",1,3,8,Christian Colombo,"80""",4.02,0.42,2.76,0.44,Orthodox,0.0,0.0,0.33,0.0,265 lbs.
"Oct 25, 1988",92fa1401b7927da3,"6' 3""",0,4,11,Jake Collier,"78""",3.69,0.52,4.15,0.39,Orthodox,0.5,0.72,0.67,0.23,205 lbs.
"Nov 02, 1985",6b64db453edf4c50,"5' 3""",0,1,4,Jamie Colleen,"65""",5.66,0.33,3.11,0.61,Orthodox,1.6,0.52,0.5,0.33,115 lbs.
"Mar 10, 1993",cc900c6a71ed23f3,"5' 11""",0,7,14,Clay Collard,"73""",5.0,0.5,4.22,0.32,Orthodox,0.5,2.81,0.71,0.39,145 lbs.
"Jan 28, 1982",ffb20ae0db47ebe6,"6' 1""",0,2,7,Cortez Coleman,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
"Dec 20, 1964",21b8a0f5c231096f,"6' 1""",0,10,16,Mark Coleman,"75""",2.62,0.4,1.88,0.52,Orthodox,0.8,3.89,0.5,0.4,205 lbs.
"Nov 30, 1990",987b80f57190d6d0,"5' 9""",0,3,2,Ivan Cole,--,4.69,0.46,2.68,0.36,,0.0,0.0,0.0,0.0,135 lbs.
"Apr 24, 1989",cecd72feb0d640e3,--,0,3,2,Coltin Cole,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
"Oct 01, 1976",1174782eacde9b0c,"6' 4""",1,9,21,Devin Cole,--,2.53,0.47,2.68,0.5,Orthodox,0.0,0.9,0.66,0.33,240 lbs.
--,2eab7a6c8b0ed8cc,"6' 1""",0,18,16,Wayne Cole,--,8.33,0.27,0.57,0.2,Orthodox,4.3,4.31,0.0,0.25,205 lbs.
"Mar 31, 1994",dbac0a413af64bbe,"5' 8""",0,1,9,Felipe Colares,"69""",2.0,0.38,1.47,0.47,Orthodox,0.0,2.5,0.42,0.31,135 lbs.
--,a0c29b13f7a5df32,--,0,1,4,Chris Coggins,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,--
"Apr 29, 1984",8b260672a21d1fd6,"5' 9""",0,4,7,John Cofer,"73""",3.43,0.62,2.73,0.41,Southpaw,0.0,1.22,0.64,0.5,155 lbs.
"Mar 03, 1972",e90d9d0681270953,--,0,4,4,Marc Cofer,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
"Mar 31, 1981",0b77a05bcbd2de74,"5' 9""",0,5,21,Marloes Coenen,"67""",1.9,0.67,2.15,0.51,,2.5,0.82,0.41,0.3,145 lbs.
"May 01, 1986",8fa7e0bc052185ce,"5' 8""",0,12,29,Dakota Cochrane,--,2.66,0.3,2.66,0.75,,0.0,4.43,0.0,0.33,155 lbs.
"May 10, 1973",6dbb1107de9a4a08,"5' 6""",1,28,25,Dave Cochran,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Aug 04, 1980",dc6d8256ee3dfba5,"5' 9""",0,4,5,Darryl Cobb,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
--,3138fab619faf4d1,"5' 11""",0,6,19,Brian Cobb,--,3.68,0.55,0.0,0.0,Orthodox,0.0,5.81,0.0,0.5,155 lbs.
"Jul 11, 1981",48e96d9cea6d4ab0,"5' 6""",1,2,6,Josh Clopton,"68""",2.87,0.5,1.6,0.64,Orthodox,0.0,2.0,0.75,0.66,145 lbs.
--,8e32bfcff3ec1717,--,0,2,3,RJ Clifford,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,160 lbs.
"Feb 09, 1976",e5ecaf884b6da2bc,"5' 10""",0,6,12,Chris Clements,"70""",2.37,0.44,3.2,0.49,Orthodox,0.3,0.0,0.32,0.0,170 lbs.
"Mar 31, 1976",7d21de9c6d7c98b2,"5' 9""",1,20,40,Rich Clementi,"72""",2.29,0.6,1.43,0.37,Southpaw,1.1,1.72,0.25,0.42,155 lbs.
"Nov 24, 1985",c76ec2bc3a57666a,"5' 10""",0,5,11,Mitch Clarke,"73""",3.27,0.47,2.35,0.34,Orthodox,0.4,0.64,0.5,0.15,155 lbs.
"Aug 15, 1977",a77c71a574132188,--,0,1,1,John Clarke,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
"Nov 28, 1987",6c8072b61c276e67,"5' 5""",0,6,9,Jessica-Rose Clark,"64""",4.73,0.6,4.53,0.47,Orthodox,0.5,1.0,0.62,0.5,125 lbs.
"Apr 12, 1990",cc7040fe76f0ef91,"6' 0""",0,4,10,Devin Clark,"75""",2.82,0.44,3.21,0.54,Orthodox,0.2,3.03,0.8,0.39,205 lbs.
"Sep 19, 1980",dd4c16777fb2ccf9,"5' 6""",0,6,7,Heather Jo Clark,"64""",5.62,0.5,3.69,0.49,,0.3,0.33,0.8,0.04,115 lbs.
"Aug 01, 1985",8a64b3f87ad29d1e,"5' 10""",0,1,3,Dominic Clark,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
--,69108cb8b32efe04,"6' 3""",0,12,7,Mychal Clark,--,2.9,0.59,5.8,0.56,Orthodox,0.0,0.0,0.0,0.0,224 lbs.
"Feb 16, 1985",6776260cb0aef647,"6' 2""",0,5,15,Logan Clark,--,1.49,0.53,2.2,0.54,Orthodox,2.1,0.31,0.3,1.0,185 lbs.
"Dec 02, 1973",1c2f2571b18791b6,"5' 11""",1,19,27,Laverne Clark,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,170 lbs.
"Feb 05, 1980",42611508ba8c3298,"5' 11""",0,6,9,Johnny Cisneros,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
"Feb 27, 1987",67f272324a030d00,"6' 3""",0,5,15,Misha Cirkunov,"77""",2.89,0.62,4.18,0.52,Orthodox,2.4,4.42,0.71,0.57,205 lbs.
--,3f3550bf126a5721,--,0,6,1,Nikolajus Cilkinas,--,5.88,0.16,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,--
"Oct 03, 1954",4e5bbc4566049cbf,"6' 1""",0,2,0,Branko Cikatic,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,215 lbs.
"Jun 26, 1992",2244d9a2b64b8c3b,"5' 1""",0,3,10,Hannah Cifers,"62""",5.08,0.53,4.81,0.45,Orthodox,0.4,0.41,0.69,1.0,115 lbs.
"Oct 28, 1979",51b0bb73a1da34bc,"6' 0""",0,4,19,Mike Ciesnolevicz,--,4.62,0.57,0.51,0.5,Orthodox,5.1,0.0,0.2,0.0,235 lbs.
--,eaebaa6801338ea1,"6' 0""",0,4,4,Steven Ciaccio,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
--,d4a12dfa4067742f,"5' 11""",0,3,8,Murad Chunkaiev,--,3.41,0.66,0.85,0.16,Orthodox,0.0,8.53,0.0,1.0,185 lbs.
"Jul 30, 1987",4f11e9ce318ffbcb,"5' 9""",0,6,12,Anthony Christodoulou,"72""",5.9,0.45,2.19,0.26,Orthodox,0.0,0.0,0.4,0.0,155 lbs.
"Apr 26, 1972",b369533a577fa97c,"6' 8""",0,7,20,Dan Christison,--,3.88,0.54,4.23,0.51,Orthodox,1.1,0.0,0.37,0.0,265 lbs.
"Nov 07, 1978",2d447cc91bdaa545,"6' 3""",0,6,14,Joachim Christensen,"76""",3.29,0.46,3.78,0.41,Orthodox,0.0,0.0,0.0,0.0,205 lbs.
"Sep 08, 1990",db5dc7cb80d7d418,"6' 4""",0,6,19,Will Chope,"76""",9.93,0.46,4.43,0.27,Switch,0.0,0.0,0.0,0.0,145 lbs.
"Dec 28, 1988",e872e9a9a902c045,"5' 9""",0,2,13,Katlyn Chookagian,"68""",4.58,0.64,4.35,0.32,Orthodox,0.1,0.0,0.56,0.0,125 lbs.
"Oct 08, 1976",55a7b2d4e54ffac9,"5' 9""",0,12,20,Ryo Chonan,"70""",2.25,0.6,2.57,0.43,Orthodox,0.3,0.61,0.39,0.41,170 lbs.
"Dec 17, 1983",03c9994c5b8958ec,"5' 11""",0,3,8,John Cholish,"72""",2.29,0.73,2.65,0.49,Orthodox,0.4,1.82,0.78,0.31,155 lbs.
"Nov 03, 1992",a68575214ecad140,"6' 0""",0,3,7,SeungWoo Choi,"74""",3.08,0.37,1.73,0.31,Orthodox,0.0,1.06,0.65,0.5,145 lbs.
"Apr 10, 1991",e93b04e308913c2e,"5' 10""",0,3,14,Dooho Choi,"70""",6.26,0.54,5.64,0.53,Orthodox,0.0,0.55,0.5,0.2,145 lbs.
"Oct 30, 1980",2c104b7e59a72629,"7' 2""",0,3,2,Hong Man Choi,--,1.46,0.36,1.32,0.26,Orthodox,0.0,0.71,0.84,1.0,330 lbs.
"Jun 27, 1970",371a1c91b24dec2b,"6' 2""",0,4,9,Mu Bae Choi,--,3.65,0.44,1.55,0.49,Orthodox,1.0,3.12,0.6,0.75,230 lbs.
